"parameter","rmse","coverage","ci_width","signif","rel_bias","nsite","nseason","model","scenario","nconverged"
"p(x)",0.10599218260202,0.932481751824818,0.398740756161631,0.998175182481752,0.0278724342453804,50,10,"dynamic",2,548
"psi(Int)",7.60068610240163,0.967272727272727,5.79462700449754,0.350909090909091,0.983893592146151,50,12,"dynamic",2,550
"psi(x)",4.46847161668457,0.416363636363636,3.76126082687929,0.0272727272727273,-1.475736226859,50,12,"dynamic",2,550
"col(Int)",0.189255792335207,0.972727272727273,0.787364704324249,0.983636363636364,-0.00953294218370845,50,12,"dynamic",2,550
"col(x)",0.188273774574591,0.969090909090909,0.739675791939567,1,0.0250643885474982,50,12,"dynamic",2,550
"ext(Int)",0.268769266360841,0.96,1.04921377701124,0.921818181818182,0.0414894844460542,50,12,"dynamic",2,550
"ext(x)",0.249095069274988,0.94,0.928983798726175,0.978181818181818,0.00586837309608002,50,12,"dynamic",2,550
"p(Int)",0.127803069687319,0.94,0.481413428030453,1,-0.00532011499506768,50,12,"dynamic",2,550
"p(x)",0.102450992659303,0.923636363636364,0.374407221746348,1,0.0101299486922652,50,12,"dynamic",2,550
"psi(Int)",14.7778853431508,0.958181818181818,12.2947374747897,0.281818181818182,1.99490502812597,50,4,"dynamic",2,550
"psi(x)",8.21606143988057,0.498181818181818,7.04786393930644,0.0381818181818182,-1.08834728471413,50,4,"dynamic",2,550
"col(Int)",1.02071466623232,0.969090909090909,2.52630448270759,0.374545454545455,-0.152517386087139,50,4,"dynamic",2,550
"col(x)",6.41588948443099,0.961818181818182,4.78732292528554,0.607272727272727,0.719860968406827,50,4,"dynamic",2,550
"ext(Int)",2.88010600696329,0.958181818181818,2.62123360689405,0.534545454545455,0.264428216760892,50,4,"dynamic",2,550
"ext(x)",2.73865128573124,0.96,2.52888856807197,0.76,0.244467103357336,50,4,"dynamic",2,550
"p(Int)",0.191888371955969,0.925454545454545,0.703109698386739,1,-0.0133827353284081,50,4,"dynamic",2,550
"p(x)",0.154624507700554,0.932727272727273,0.553579828711241,0.927272727272727,0.000664780373715201,50,4,"dynamic",2,550
"psi(Int)",9.87971053734675,0.974545454545454,8.80332105075584,0.292727272727273,1.37592754510824,50,6,"dynamic",2,550
"psi(x)",5.84191494222752,0.46,5.49545233954821,0.0272727272727273,-1.43170143158706,50,6,"dynamic",2,550
"col(Int)",0.349111598958518,0.967272727272727,1.38866667520126,0.721818181818182,-0.0333537018065737,50,6,"dynamic",2,550
"col(x)",0.435392039720173,0.967272727272727,1.3916196569676,0.936363636363636,0.0798804904024499,50,6,"dynamic",2,550
"ext(Int)",0.426982772715489,0.956363636363636,1.51306736493261,0.654545454545455,0.0698545743716989,50,6,"dynamic",2,550
"ext(x)",0.419803243704646,0.938181818181818,1.3674077430398,0.874545454545455,0.0532329478999125,50,6,"dynamic",2,550
"p(Int)",0.170631387974299,0.930909090909091,0.615503814280337,1,-0.025117585106678,50,6,"dynamic",2,550
"p(x)",0.135043573602857,0.921818181818182,0.479928644401633,0.981818181818182,0.00814306574860102,50,6,"dynamic",2,550
"psi(Int)",13.387356436548,0.96709323583181,12.0808814098065,0.296160877513711,2.15158744211146,50,8,"dynamic",2,547
"psi(x)",7.88624921122888,0.422303473491773,7.3247083234812,0.0146252285191956,-1.30064880348932,50,8,"dynamic",2,547
"col(Int)",0.278939630008239,0.956124314442413,1.0632765041511,0.881170018281536,-0.0134828304024237,50,8,"dynamic",2,547
"col(x)",0.281007413539,0.961608775137112,1.01577033420166,0.990859232175503,0.0418139388710224,50,8,"dynamic",2,547
"ext(Int)",0.334521303539923,0.954296160877514,1.28344257737679,0.797074954296161,0.0424477849551527,50,8,"dynamic",2,547
"ext(x)",0.308120154369468,0.954296160877514,1.14323901979407,0.941499085923218,0.0155096576463658,50,8,"dynamic",2,547
"p(Int)",0.15267549919646,0.93235831809872,0.556669424911969,1,-0.00817798445493444,50,8,"dynamic",2,547
"p(x)",0.12313038379622,0.923217550274223,0.433548198796103,0.994515539305302,0.00198243954827104,50,8,"dynamic",2,547
"psi(Int)",7.36487473997887,0.974545454545454,6.49534576188793,0.481818181818182,0.65852189253299,60,10,"dynamic",2,550
"psi(x)",4.12777104523741,0.34,3.90461281084177,0.0218181818181818,-1.28195086241437,60,10,"dynamic",2,550
"col(Int)",0.198472486588218,0.961818181818182,0.813112331993627,0.985454545454545,0.00111670580143151,60,10,"dynamic",2,550
"col(x)",0.193002885418857,0.963636363636364,0.772752262076768,0.998181818181818,0.0278675381438156,60,10,"dynamic",2,550
"ext(Int)",0.278235541041379,0.945454545454545,1.04192211648812,0.912727272727273,0.0249267515985258,60,10,"dynamic",2,550
"ext(x)",0.23531252681951,0.967272727272727,0.918244276900672,0.989090909090909,0.00601322907931379,60,10,"dynamic",2,550
"p(Int)",0.122626429987236,0.94,0.475219144512594,0.998181818181818,-0.0100616982921018,60,10,"dynamic",2,550
"p(x)",0.0940642298413361,0.943636363636364,0.370491808230245,0.998181818181818,0.0123133916737195,60,10,"dynamic",2,550
"psi(Int)",7.12904133754706,0.974545454545454,3.9445518227027,0.56,0.543263703969451,60,12,"dynamic",2,550
"psi(x)",4.0031630740041,0.307272727272727,2.64438489604579,0.0309090909090909,-1.24911934905503,60,12,"dynamic",2,550
"col(Int)",0.168947010150007,0.969090909090909,0.712758386732656,0.996363636363636,-0.0110681273161896,60,12,"dynamic",2,550
"col(x)",0.177066277750313,0.947272727272727,0.672827986037925,1,0.0203033695765082,60,12,"dynamic",2,550
"ext(Int)",0.251747336893222,0.947272727272727,0.949456946629381,0.965454545454545,0.03040619715349,60,12,"dynamic",2,550
"ext(x)",0.223779638428251,0.941818181818182,0.844358152713971,0.992727272727273,0.0085918625622341,60,12,"dynamic",2,550
"p(Int)",0.112361337317325,0.954545454545455,0.438561043279834,1,-0.00364688267535675,60,12,"dynamic",2,550
"p(x)",0.0918254698066948,0.932727272727273,0.34313650359424,1,0.0115490509301086,60,12,"dynamic",2,550
"psi(Int)",6.71321579583476,0.969090909090909,6.37148724344091,0.425454545454545,0.820758562098717,60,4,"dynamic",2,550
"psi(x)",4.10844285771022,0.365454545454545,4.1801173011218,0.0327272727272727,-1.00887908128181,60,4,"dynamic",2,550
"col(Int)",1.99580680247129,0.969090909090909,2.40537423641677,0.498181818181818,-0.208652670488382,60,4,"dynamic",2,550
"col(x)",4.1550601127757,0.972727272727273,3.11519245476533,0.741818181818182,0.480656906368679,60,4,"dynamic",2,550
"ext(Int)",1.86565840329508,0.941818181818182,2.0572310120152,0.610909090909091,0.174651060555729,60,4,"dynamic",2,550
"ext(x)",3.48241017879631,0.970909090909091,2.30192917936408,0.847272727272727,0.21700817209651,60,4,"dynamic",2,550
"p(Int)",0.183176289126372,0.910909090909091,0.642114365143281,1,-0.00782127231821423,60,4,"dynamic",2,550
"p(x)",0.130455051069515,0.952727272727273,0.507704049821025,0.967272727272727,-0.0108185666621974,60,4,"dynamic",2,550
"psi(Int)",5.43183379400228,0.961608775137112,4.38372359947402,0.424131627056673,0.637612084903301,60,6,"dynamic",2,547
"psi(x)",3.37338758776609,0.329067641681901,2.85838839292723,0.0347349177330896,-1.28616785433319,60,6,"dynamic",2,547
"col(Int)",0.333629529303209,0.959780621572212,1.22587214589208,0.824497257769653,-0.034145567905825,60,6,"dynamic",2,547
"col(x)",0.330627837827631,0.956124314442413,1.20017840686964,0.983546617915905,0.0815936527481829,60,6,"dynamic",2,547
"ext(Int)",0.370201438448434,0.946983546617916,1.34414420718527,0.786106032906764,0.0718549811070617,60,6,"dynamic",2,547
"ext(x)",0.318934743066923,0.952468007312614,1.20842107822128,0.921389396709324,0.0202336328759223,60,6,"dynamic",2,547
"p(Int)",0.154177997072475,0.925045703839122,0.560335612520668,1,-0.000965931493470931,60,6,"dynamic",2,547
"p(x)",0.122665316925811,0.914076782449726,0.439279877331682,0.981718464351006,-0.00509629923729582,60,6,"dynamic",2,547
"psi(Int)",11.620095645406,0.974545454545454,8.28673181393688,0.469090909090909,1.559178232416,60,8,"dynamic",2,550
"psi(x)",6.81210425860444,0.336363636363636,5.24235657497938,0.0236363636363636,-1.58513166041845,60,8,"dynamic",2,550
"col(Int)",0.252245209669532,0.961818181818182,0.96996530474527,0.914545454545455,-0.000721650707646232,60,8,"dynamic",2,550
"col(x)",0.237386844649438,0.961818181818182,0.925254282555245,0.996363636363636,0.0323721177367844,60,8,"dynamic",2,550
"ext(Int)",0.309376820878831,0.96,1.16429047130385,0.845454545454545,0.0210542020548165,60,8,"dynamic",2,550
"ext(x)",0.269213797097001,0.963636363636364,1.03687856795483,0.970909090909091,0.0203026356516915,60,8,"dynamic",2,550
"p(Int)",0.134348162283587,0.934545454545455,0.510584705285538,1,-0.0273270379796152,60,8,"dynamic",2,550
"p(x)",0.106565451802386,0.936363636363636,0.400400863483959,0.998181818181818,0.030085412609288,60,8,"dynamic",2,550
"psi(Int)",6.40470730679127,0.976363636363636,3.76686793293117,0.612727272727273,0.561397600715724,70,10,"dynamic",2,550
"psi(x)",3.92151978080999,0.249090909090909,2.58828057670247,0.0363636363636364,-1.24013133386404,70,10,"dynamic",2,550
"col(Int)",0.185863459989332,0.96,0.741059402594122,0.990909090909091,0.00280980397032886,70,10,"dynamic",2,550
"col(x)",0.1840358884346,0.947272727272727,0.705412331682989,1,0.0225054536703908,70,10,"dynamic",2,550
"ext(Int)",0.261032427337461,0.94,0.957166948481795,0.952727272727273,0.0322800755865947,70,10,"dynamic",2,550
"ext(x)",0.223676168224009,0.958181818181818,0.852592113349952,0.994545454545455,0.0150512635855127,70,10,"dynamic",2,550
"p(Int)",0.11236057795995,0.936363636363636,0.433831121694409,1,0.00152563565201238,70,10,"dynamic",2,550
"p(x)",0.0872678246879747,0.949090909090909,0.340695375282033,1,-0.00383147455310584,70,10,"dynamic",2,550
"psi(Int)",6.07775506017967,0.972727272727273,3.63531607030494,0.678181818181818,0.574520569905337,70,12,"dynamic",2,550
"psi(x)",3.75495049883799,0.196363636363636,2.50316830752986,0.0272727272727273,-1.29703324391749,70,12,"dynamic",2,550
"col(Int)",0.174790406424339,0.943636363636364,0.658892703441838,0.996363636363636,-0.0025909657008911,70,12,"dynamic",2,550
"col(x)",0.166830397077512,0.945454545454545,0.620840717081786,1,0.0188129408786435,70,12,"dynamic",2,550
"ext(Int)",0.218682028745058,0.963636363636364,0.877963874307263,0.983636363636364,0.0264700498562752,70,12,"dynamic",2,550
"ext(x)",0.203034711589716,0.954545454545455,0.779941939029465,1,0.00583848840769297,70,12,"dynamic",2,550
"p(Int)",0.109840911809185,0.936363636363636,0.405968421072889,1,-0.00405816310132084,70,12,"dynamic",2,550
"p(x)",0.0858973912802035,0.952727272727273,0.318343242653664,1,0.00724982839303823,70,12,"dynamic",2,550
"psi(Int)",7.18195379790265,0.954462659380692,4.9550183425765,0.500910746812386,0.795691958600909,70,4,"dynamic",2,549
"psi(x)",4.49425000077294,0.351548269581056,3.21163665752414,0.0309653916211293,-1.39328051722852,70,4,"dynamic",2,549
"col(Int)",2.92287396787119,0.97632058287796,2.84174952039514,0.520947176684882,-0.138821625825018,70,4,"dynamic",2,549
"col(x)",6.90278534507752,0.972677595628415,4.15492290450629,0.792349726775956,0.68842453528847,70,4,"dynamic",2,549
"ext(Int)",0.468817112172772,0.938069216757741,1.57325490994065,0.63023679417122,0.0718268915301149,70,4,"dynamic",2,549
"ext(x)",0.464861560808063,0.970856102003643,1.5040589219154,0.899817850637523,0.0953593342605421,70,4,"dynamic",2,549
"p(Int)",0.169481407313581,0.919854280510018,0.598958930240467,1,-0.0258620737512277,70,4,"dynamic",2,549
"p(x)",0.131313853930744,0.923497267759563,0.474158896918339,0.978142076502732,0.0171726671921424,70,4,"dynamic",2,549
"psi(Int)",8.44012950362558,0.970856102003643,5.0306089181118,0.513661202185792,0.869776299760785,70,6,"dynamic",2,549
"psi(x)",5.08595608045233,0.326047358834244,3.31911550462216,0.0418943533697632,-1.44008232342138,70,6,"dynamic",2,549
"col(Int)",0.301376933492653,0.956284153005464,1.13556528226353,0.865209471766849,0.00410513033957084,70,6,"dynamic",2,549
"col(x)",0.301325629723337,0.954462659380692,1.09124441351509,0.992714025500911,0.0379226349971709,70,6,"dynamic",2,549
"ext(Int)",0.34037946715195,0.945355191256831,1.23819056869683,0.812386156648452,0.0399627546709179,70,6,"dynamic",2,549
"ext(x)",0.319589519909554,0.954462659380692,1.12438504372672,0.963570127504554,0.0390366376559002,70,6,"dynamic",2,549
"p(Int)",0.146738361945084,0.919854280510018,0.524303183121819,1,-0.0240844410201972,70,6,"dynamic",2,549
"p(x)",0.119276537794972,0.910746812386157,0.412441593745623,0.996357012750455,0.0141035204659041,70,6,"dynamic",2,549
"psi(Int)",8.10651250832485,0.970856102003643,4.24952099077104,0.575591985428051,0.669223265379411,70,8,"dynamic",2,549
"psi(x)",4.86834458921067,0.295081967213115,2.87430089343729,0.034608378870674,-1.33547401862285,70,8,"dynamic",2,549
"col(Int)",0.223369923043861,0.961748633879781,0.879950767037434,0.965391621129326,0.00365291819259582,70,8,"dynamic",2,549
"col(x)",0.224931144151346,0.956284153005464,0.842450279635925,1,0.0332858125277755,70,8,"dynamic",2,549
"ext(Int)",0.299623258035462,0.939890710382514,1.06420355212142,0.890710382513661,0.0297983172436982,70,8,"dynamic",2,549
"ext(x)",0.248839850998548,0.948998178506375,0.949761683582691,0.990892531876138,0.014797879722017,70,8,"dynamic",2,549
"p(Int)",0.126565220937578,0.934426229508197,0.471525634816425,1,-0.00979391258310431,70,8,"dynamic",2,549
"p(x)",0.0958865203619042,0.95264116575592,0.370369762474977,1,-0.00114734574571074,70,8,"dynamic",2,549
"psi(Int)",2.85909453960712,0.943636363636364,2.78129547419407,0.707272727272727,0.423260330766444,80,10,"dynamic",2,550
"psi(x)",2.0280323353138,0.174545454545455,1.99175718280481,0.0327272727272727,-1.22892149674482,80,10,"dynamic",2,550
"col(Int)",0.188022817884502,0.947272727272727,0.696995165939531,0.994545454545455,-0.0141228729993158,80,10,"dynamic",2,550
"col(x)",0.179240191465414,0.952727272727273,0.662647677822765,1,0.0256400177449023,80,10,"dynamic",2,550
"ext(Int)",0.247175547340294,0.929090909090909,0.88549852094439,0.958181818181818,0.00712306471176332,80,10,"dynamic",2,550
"ext(x)",0.205568259794167,0.947272727272727,0.787723487939892,0.998181818181818,0.00385429940418547,80,10,"dynamic",2,550
"p(Int)",0.110048339927735,0.941818181818182,0.40502989937403,1,-0.0105687455040751,80,10,"dynamic",2,550
"p(x)",0.0868344376614799,0.925454545454545,0.318822113872781,1,0.00766095175561432,80,10,"dynamic",2,550
"psi(Int)",5.2043262282203,0.967272727272727,3.23570045513148,0.732727272727273,0.412461860172752,80,12,"dynamic",2,550
"psi(x)",3.13041575705434,0.147272727272727,2.19925896497174,0.04,-0.966728762033057,80,12,"dynamic",2,550
"col(Int)",0.152196011008482,0.950909090909091,0.609365771669133,1,-0.0079630836656763,80,12,"dynamic",2,550
"col(x)",0.14685384362961,0.950909090909091,0.572371188414499,1,0.00882277477798454,80,12,"dynamic",2,550
"ext(Int)",0.217959320973416,0.94,0.814062356603341,0.98,0.0263691596059883,80,12,"dynamic",2,550
"ext(x)",0.19291573278059,0.94,0.724522976467917,1,-0.00247133412314493,80,12,"dynamic",2,550
"p(Int)",0.0969446640184987,0.956363636363636,0.380436622540277,1,-0.00150895889907157,80,12,"dynamic",2,550
"p(x)",0.0777225623461957,0.945454545454545,0.299220294216775,1,0.0104772571418892,80,12,"dynamic",2,550
"psi(Int)",8.28944218348299,0.963570127504554,5.2275975370902,0.573770491803279,0.918830274489308,80,4,"dynamic",2,549
"psi(x)",5.05054266724707,0.233151183970856,3.45286641285556,0.0255009107468124,-1.23891488597495,80,4,"dynamic",2,549
"col(Int)",0.459213327343611,0.959927140255009,1.76306057289386,0.617486338797814,-0.0664057648980946,80,4,"dynamic",2,549
"col(x)",0.813195613950967,0.961748633879781,2.06702390245352,0.867030965391621,0.145223713740799,80,4,"dynamic",2,549
"ext(Int)",0.388944324350423,0.958105646630237,1.41775295441589,0.690346083788707,0.0503950643486688,80,4,"dynamic",2,549
"ext(x)",0.375343990684685,0.948998178506375,1.32410122922547,0.89799635701275,0.02847082452447,80,4,"dynamic",2,549
"p(Int)",0.158294059448267,0.910746812386157,0.564546361809866,1,-0.0171314838997213,80,4,"dynamic",2,549
"p(x)",0.118034701643828,0.927140255009107,0.446079861930198,0.987249544626594,0.00658611622416916,80,4,"dynamic",2,549
"psi(Int)",8.17687936962133,0.970909090909091,4.49043843794456,0.629090909090909,0.757616992279494,80,6,"dynamic",2,550
"psi(x)",4.61993873520035,0.192727272727273,2.88004323945502,0.0309090909090909,-1.4136044736799,80,6,"dynamic",2,550
"col(Int)",0.263891962769913,0.958181818181818,1.04006158458235,0.916363636363636,-0.0190505553414718,80,6,"dynamic",2,550
"col(x)",0.251713065486039,0.970909090909091,1.01414166251783,0.998181818181818,0.0544950367776731,80,6,"dynamic",2,550
"ext(Int)",0.297787930936895,0.945454545454545,1.1301007581043,0.852727272727273,0.0214196364329781,80,6,"dynamic",2,550
"ext(x)",0.254895920154909,0.963636363636364,1.01311263107438,0.978181818181818,0.00790388848607515,80,6,"dynamic",2,550
"p(Int)",0.132856137257195,0.925454545454545,0.488469062064371,1,-0.00815894510787809,80,6,"dynamic",2,550
"p(x)",0.103683004984422,0.932727272727273,0.384895374516411,0.998181818181818,0.00556170055255056,80,6,"dynamic",2,550
"psi(Int)",1.11964875534534,0.972727272727273,2.4726071077278,0.718181818181818,0.26628731416797,80,8,"dynamic",2,550
"psi(x)",1.34793897470216,0.189090909090909,1.83239745633173,0.0218181818181818,-1.14290146658494,80,8,"dynamic",2,550
"col(Int)",0.215515345652179,0.941818181818182,0.821885256246546,0.989090909090909,-0.0161621544717194,80,8,"dynamic",2,550
"col(x)",0.199448045674929,0.958181818181818,0.789602595479457,1,0.0438104528590104,80,8,"dynamic",2,550
"ext(Int)",0.246087547803159,0.96,0.981838561529782,0.941818181818182,0.00664097938063538,80,8,"dynamic",2,550
"ext(x)",0.219553868202328,0.950909090909091,0.870820361791314,0.990909090909091,0.0044372420579597,80,8,"dynamic",2,550
"p(Int)",0.112253365286903,0.945454545454545,0.442831560311704,1,-0.0130590379930008,80,8,"dynamic",2,550
"p(x)",0.0894319600420439,0.941818181818182,0.34881054980624,1,0.0163175006429701,80,8,"dynamic",2,550
"psi(Int)",1.37535154203938,0.965454545454545,2.29429796779433,0.767272727272727,0.245167418443077,90,10,"dynamic",2,550
"psi(x)",1.41724220709371,0.116363636363636,1.69615044609466,0.0272727272727273,-1.14278928486979,90,10,"dynamic",2,550
"col(Int)",0.155139149930488,0.972727272727273,0.648054461969516,1,-0.0105576650989901,90,10,"dynamic",2,550
"col(x)",0.155604587424299,0.961818181818182,0.614821077723254,1,0.0210365524729528,90,10,"dynamic",2,550
"ext(Int)",0.212922790647128,0.954545454545455,0.833288255559504,0.987272727272727,0.0262603147228712,90,10,"dynamic",2,550
